from,to,car,incoming_time,boarding_time,attended_time,dist_d,n_call,n_floor,car_position_call,car_direction_call,car_queue_buttons,car_queue_floor,dist_d_deny1,n_call_deny1,n_floor_deny1,car_position_deny1,car_direction_deny1,car_queue_buttons_deny1,car_queue_floor_deny1,dist_d_deny2,n_call_deny2,n_floor_deny2,car_position_deny2,car_direction_deny2,car_queue_buttons_deny2,car_queue_floor_deny2,dist_d_deny3,n_call_deny3,n_floor_deny3,car_position_deny3,car_direction_deny3,car_queue_buttons_deny3,car_queue_floor_deny3,waiting_time,journey_time,total_time
12,0,e_2,455,481,527,24,2,2,4,5,0,1,12,0,0,0,3,0,0,24,2,2,6,4,1,1,20,1,1,2,4,1,0,26,46,72
12,0,e_2,455,481,527,24,2,2,4,5,0,1,20,1,1,2,4,1,0,12,0,0,0,3,0,0,24,2,2,6,4,1,1,26,46,72
12,0,e_2,455,481,527,24,2,2,4,5,0,1,20,1,1,2,4,1,0,24,2,2,6,4,1,1,12,0,0,0,3,0,0,26,46,72
12,0,e_2,455,481,527,24,2,2,4,5,0,1,24,2,2,6,4,1,1,12,0,0,0,3,0,0,20,1,1,2,4,1,0,26,46,72
12,0,e_2,455,481,527,24,2,2,4,5,0,1,24,2,2,6,4,1,1,20,1,1,2,4,1,0,12,0,0,0,3,0,0,26,46,72
13,0,e_2,474,486,527,17,1,1,10,5,1,1,8,1,0,5,5,0,1,17,1,1,0,4,1,0,13,0,0,0,3,0,0,12,41,53
13,0,e_2,474,486,527,17,1,1,10,5,1,1,13,0,0,0,3,0,0,8,1,0,5,5,0,1,17,1,1,0,4,1,0,12,41,53
13,0,e_2,474,486,527,17,1,1,10,5,1,1,13,0,0,0,3,0,0,17,1,1,0,4,1,0,8,1,0,5,5,0,1,12,41,53
13,0,e_2,474,486,527,17,1,1,10,5,1,1,17,1,1,0,4,1,0,8,1,0,5,5,0,1,13,0,0,0,3,0,0,12,41,53
13,0,e_2,474,486,527,17,1,1,10,5,1,1,17,1,1,0,4,1,0,13,0,0,0,3,0,0,8,1,0,5,5,0,1,12,41,53
0,12,e_3,494,495,535,0,0,0,0,3,0,0,7,1,0,7,4,1,0,11,1,0,11,4,1,0,2,1,1,0,5,0,1,1,40,41
0,12,e_3,494,495,535,0,0,0,0,3,0,0,2,1,1,0,5,0,1,7,1,0,7,4,1,0,11,1,0,11,4,1,0,1,40,41
0,12,e_3,494,495,535,0,0,0,0,3,0,0,2,1,1,0,5,0,1,11,1,0,11,4,1,0,7,1,0,7,4,1,0,1,40,41
0,12,e_3,494,495,535,0,0,0,0,3,0,0,11,1,0,11,4,1,0,7,1,0,7,4,1,0,2,1,1,0,5,0,1,1,40,41
0,12,e_3,494,495,535,0,0,0,0,3,0,0,11,1,0,11,4,1,0,2,1,1,0,5,0,1,7,1,0,7,4,1,0,1,40,41
0,12,e_1,501,504,544,23,1,1,1,4,1,0,5,1,0,5,4,1,0,23,1,1,1,5,1,0,8,1,0,8,4,1,0,3,40,43
0,12,e_1,501,504,544,23,1,1,1,4,1,0,8,1,0,8,4,1,0,5,1,0,5,4,1,0,23,1,1,1,5,1,0,3,40,43
0,12,e_1,501,504,544,23,1,1,1,4,1,0,8,1,0,8,4,1,0,23,1,1,1,5,1,0,5,1,0,5,4,1,0,3,40,43
0,12,e_1,501,504,544,23,1,1,1,4,1,0,23,1,1,1,5,1,0,5,1,0,5,4,1,0,8,1,0,8,4,1,0,3,40,43
0,12,e_1,501,504,544,23,1,1,1,4,1,0,23,1,1,1,5,1,0,8,1,0,8,4,1,0,5,1,0,5,4,1,0,3,40,43
1,0,e_2,538,544,549,14,2,1,0,3,0,0,6,2,1,3,5,0,2,14,2,1,13,5,1,1,13,2,1,10,5,2,0,6,5,11
1,0,e_2,538,544,549,14,2,1,0,3,0,0,13,2,1,10,5,2,0,6,2,1,3,5,0,2,14,2,1,13,5,1,1,6,5,11
1,0,e_2,538,544,549,14,2,1,0,3,0,0,13,2,1,10,5,2,0,14,2,1,13,5,1,1,6,2,1,3,5,0,2,6,5,11
1,0,e_2,538,544,549,14,2,1,0,3,0,0,14,2,1,13,5,1,1,6,2,1,3,5,0,2,13,2,1,10,5,2,0,6,5,11
1,0,e_2,538,544,549,14,2,1,0,3,0,0,14,2,1,13,5,1,1,13,2,1,10,5,2,0,6,2,1,3,5,0,2,6,5,11
3,0,e_0,528,540,569,15,2,2,0,3,0,0,13,1,1,8,5,1,0,15,2,2,10,5,1,1,3,0,0,0,3,0,0,12,29,41
3,0,e_0,528,540,569,15,2,2,0,3,0,0,3,0,0,0,3,0,0,13,1,1,8,5,1,0,15,2,2,10,5,1,1,12,29,41
3,0,e_0,528,540,569,15,2,2,0,3,0,0,3,0,0,0,3,0,0,15,2,2,10,5,1,1,13,1,1,8,5,1,0,12,29,41
3,0,e_0,528,540,569,15,2,2,0,3,0,0,15,2,2,10,5,1,1,13,1,1,8,5,1,0,3,0,0,0,3,0,0,12,29,41
3,0,e_0,528,540,569,15,2,2,0,3,0,0,15,2,2,10,5,1,1,3,0,0,0,3,0,0,13,1,1,8,5,1,0,12,29,41
4,0,e_0,543,545,569,10,1,0,4,5,1,1,8,2,0,12,2,2,1,10,1,0,14,4,1,0,5,0,0,1,2,0,0,2,24,26
4,0,e_0,543,545,569,10,1,0,4,5,1,1,5,0,0,1,2,0,0,8,2,0,12,2,2,1,10,1,0,14,4,1,0,2,24,26
4,0,e_0,543,545,569,10,1,0,4,5,1,1,5,0,0,1,2,0,0,10,1,0,14,4,1,0,8,2,0,12,2,2,1,2,24,26
4,0,e_0,543,545,569,10,1,0,4,5,1,1,10,1,0,14,4,1,0,8,2,0,12,2,2,1,5,0,0,1,2,0,0,2,24,26
4,0,e_0,543,545,569,10,1,0,4,5,1,1,10,1,0,14,4,1,0,5,0,0,1,2,0,0,8,2,0,12,2,2,1,2,24,26
5,0,e_0,535,550,569,11,2,1,2,5,0,1,9,1,1,10,2,1,0,11,2,1,12,5,1,1,5,0,0,0,3,0,0,15,19,34
5,0,e_0,535,550,569,11,2,1,2,5,0,1,5,0,0,0,3,0,0,9,1,1,10,2,1,0,11,2,1,12,5,1,1,15,19,34
5,0,e_0,535,550,569,11,2,1,2,5,0,1,5,0,0,0,3,0,0,11,2,1,12,5,1,1,9,1,1,10,2,1,0,15,19,34
5,0,e_0,535,550,569,11,2,1,2,5,0,1,11,2,1,12,5,1,1,9,1,1,10,2,1,0,5,0,0,0,3,0,0,15,19,34
5,0,e_0,535,550,569,11,2,1,2,5,0,1,11,2,1,12,5,1,1,5,0,0,0,3,0,0,9,1,1,10,2,1,0,15,19,34
3,0,e_0,546,558,569,10,1,0,4,5,1,1,9,2,1,12,4,1,1,10,1,0,13,4,1,0,28,1,1,1,4,1,0,12,11,23
3,0,e_0,546,558,569,10,1,0,4,5,1,1,28,1,1,1,4,1,0,9,2,1,12,4,1,1,10,1,0,13,4,1,0,12,11,23
3,0,e_0,546,558,569,10,1,0,4,5,1,1,28,1,1,1,4,1,0,10,1,0,13,4,1,0,9,2,1,12,4,1,1,12,11,23
3,0,e_0,546,558,569,10,1,0,4,5,1,1,10,1,0,13,4,1,0,9,2,1,12,4,1,1,28,1,1,1,4,1,0,12,11,23
3,0,e_0,546,558,569,10,1,0,4,5,1,1,10,1,0,13,4,1,0,28,1,1,1,4,1,0,9,2,1,12,4,1,1,12,11,23
10,0,e_1,531,536,586,7,2,2,9,5,1,0,10,1,0,0,5,0,1,7,2,2,11,5,1,1,10,0,0,0,3,0,0,5,50,55
10,0,e_1,531,536,586,7,2,2,9,5,1,0,10,0,0,0,3,0,0,10,1,0,0,5,0,1,7,2,2,11,5,1,1,5,50,55
10,0,e_1,531,536,586,7,2,2,9,5,1,0,10,0,0,0,3,0,0,7,2,2,11,5,1,1,10,1,0,0,5,0,1,5,50,55
10,0,e_1,531,536,586,7,2,2,9,5,1,0,7,2,2,11,5,1,1,10,1,0,0,5,0,1,10,0,0,0,3,0,0,5,50,55
10,0,e_1,531,536,586,7,2,2,9,5,1,0,7,2,2,11,5,1,1,10,0,0,0,3,0,0,10,1,0,0,5,0,1,5,50,55
10,0,e_1,540,552,586,5,2,1,11,5,2,0,7,2,0,3,5,1,1,5,2,1,13,5,1,1,10,1,0,0,5,0,1,12,34,46
10,0,e_1,540,552,586,5,2,1,11,5,2,0,10,1,0,0,5,0,1,7,2,0,3,5,1,1,5,2,1,13,5,1,1,12,34,46
10,0,e_1,540,552,586,5,2,1,11,5,2,0,10,1,0,0,5,0,1,5,2,1,13,5,1,1,7,2,0,3,5,1,1,12,34,46
10,0,e_1,540,552,586,5,2,1,11,5,2,0,5,2,1,13,5,1,1,7,2,0,3,5,1,1,10,1,0,0,5,0,1,12,34,46
10,0,e_1,540,552,586,5,2,1,11,5,2,0,5,2,1,13,5,1,1,10,1,0,0,5,0,1,7,2,0,3,5,1,1,12,34,46
10,0,e_1,547,552,586,3,1,0,11,4,1,1,6,3,0,4,5,1,2,3,1,0,13,4,1,0,20,1,1,0,4,1,0,5,34,39
10,0,e_1,547,552,586,3,1,0,11,4,1,1,20,1,1,0,4,1,0,6,3,0,4,5,1,2,3,1,0,13,4,1,0,5,34,39
10,0,e_1,547,552,586,3,1,0,11,4,1,1,20,1,1,0,4,1,0,3,1,0,13,4,1,0,6,3,0,4,5,1,2,5,34,39
10,0,e_1,547,552,586,3,1,0,11,4,1,1,3,1,0,13,4,1,0,6,3,0,4,5,1,2,20,1,1,0,4,1,0,5,34,39
10,0,e_1,547,552,586,3,1,0,11,4,1,1,3,1,0,13,4,1,0,20,1,1,0,4,1,0,6,3,0,4,5,1,2,5,34,39
7,0,e_1,551,563,586,5,1,0,10,1,1,0,28,2,2,5,4,1,1,5,1,0,12,4,1,0,7,0,0,0,3,0,0,12,23,35
7,0,e_1,551,563,586,5,1,0,10,1,1,0,7,0,0,0,3,0,0,28,2,2,5,4,1,1,5,1,0,12,4,1,0,12,23,35
7,0,e_1,551,563,586,5,1,0,10,1,1,0,7,0,0,0,3,0,0,5,1,0,12,4,1,0,28,2,2,5,4,1,1,12,23,35
7,0,e_1,551,563,586,5,1,0,10,1,1,0,5,1,0,12,4,1,0,28,2,2,5,4,1,1,7,0,0,0,3,0,0,12,23,35
7,0,e_1,551,563,586,5,1,0,10,1,1,0,5,1,0,12,4,1,0,7,0,0,0,3,0,0,28,2,2,5,4,1,1,12,23,35
12,0,e_3,504,535,591,10,1,0,2,5,1,0,22,1,1,4,4,1,0,25,1,1,7,4,1,0,12,1,0,0,5,1,0,31,56,87
12,0,e_3,504,535,591,10,1,0,2,5,1,0,12,1,0,0,5,1,0,22,1,1,4,4,1,0,25,1,1,7,4,1,0,31,56,87
12,0,e_3,504,535,591,10,1,0,2,5,1,0,12,1,0,0,5,1,0,25,1,1,7,4,1,0,22,1,1,4,4,1,0,31,56,87
12,0,e_3,504,535,591,10,1,0,2,5,1,0,25,1,1,7,4,1,0,22,1,1,4,4,1,0,12,1,0,0,5,1,0,31,56,87
12,0,e_3,504,535,591,10,1,0,2,5,1,0,25,1,1,7,4,1,0,12,1,0,0,5,1,0,22,1,1,4,4,1,0,31,56,87
14,0,e_3,517,543,591,8,1,0,6,5,1,0,14,0,0,0,3,0,0,19,1,1,3,4,1,0,10,1,0,4,5,1,0,26,48,74
14,0,e_3,517,543,591,8,1,0,6,5,1,0,10,1,0,4,5,1,0,14,0,0,0,3,0,0,19,1,1,3,4,1,0,26,48,74
14,0,e_3,517,543,591,8,1,0,6,5,1,0,10,1,0,4,5,1,0,19,1,1,3,4,1,0,14,0,0,0,3,0,0,26,48,74
14,0,e_3,517,543,591,8,1,0,6,5,1,0,19,1,1,3,4,1,0,14,0,0,0,3,0,0,10,1,0,4,5,1,0,26,48,74
14,0,e_3,517,543,591,8,1,0,6,5,1,0,19,1,1,3,4,1,0,10,1,0,4,5,1,0,14,0,0,0,3,0,0,26,48,74
14,0,e_3,518,543,591,7,2,0,7,5,1,1,14,0,0,0,3,0,0,19,1,1,3,4,1,0,10,1,0,4,5,1,0,25,48,73
14,0,e_3,518,543,591,7,2,0,7,5,1,1,10,1,0,4,5,1,0,14,0,0,0,3,0,0,19,1,1,3,4,1,0,25,48,73
14,0,e_3,518,543,591,7,2,0,7,5,1,1,10,1,0,4,5,1,0,19,1,1,3,4,1,0,14,0,0,0,3,0,0,25,48,73
14,0,e_3,518,543,591,7,2,0,7,5,1,1,19,1,1,3,4,1,0,14,0,0,0,3,0,0,10,1,0,4,5,1,0,25,48,73
14,0,e_3,518,543,591,7,2,0,7,5,1,1,19,1,1,3,4,1,0,10,1,0,4,5,1,0,14,0,0,0,3,0,0,25,48,73
14,0,e_3,539,543,591,1,2,0,13,5,1,1,11,1,0,3,2,0,1,14,1,0,0,5,0,1,3,2,0,11,5,2,0,4,48,52
14,0,e_3,539,543,591,1,2,0,13,5,1,1,3,2,0,11,5,2,0,11,1,0,3,2,0,1,14,1,0,0,5,0,1,4,48,52
14,0,e_3,539,543,591,1,2,0,13,5,1,1,3,2,0,11,5,2,0,14,1,0,0,5,0,1,11,1,0,3,2,0,1,4,48,52
14,0,e_3,539,543,591,1,2,0,13,5,1,1,14,1,0,0,5,0,1,11,1,0,3,2,0,1,3,2,0,11,5,2,0,4,48,52
14,0,e_3,539,543,591,1,2,0,13,5,1,1,14,1,0,0,5,0,1,3,2,0,11,5,2,0,11,1,0,3,2,0,1,4,48,52
9,0,e_3,556,560,591,1,2,0,10,4,1,1,24,2,2,3,4,1,1,8,1,0,1,5,0,1,30,2,2,9,4,1,1,4,31,35
9,0,e_3,556,560,591,1,2,0,10,4,1,1,30,2,2,9,4,1,1,24,2,2,3,4,1,1,8,1,0,1,5,0,1,4,31,35
9,0,e_3,556,560,591,1,2,0,10,4,1,1,30,2,2,9,4,1,1,8,1,0,1,5,0,1,24,2,2,3,4,1,1,4,31,35
9,0,e_3,556,560,591,1,2,0,10,4,1,1,8,1,0,1,5,0,1,24,2,2,3,4,1,1,30,2,2,9,4,1,1,4,31,35
9,0,e_3,556,560,591,1,2,0,10,4,1,1,8,1,0,1,5,0,1,30,2,2,9,4,1,1,24,2,2,3,4,1,1,4,31,35
6,0,e_3,555,571,591,4,1,0,10,4,1,0,28,2,2,4,4,1,1,6,1,0,0,5,0,1,3,2,1,9,4,1,1,16,20,36
6,0,e_3,555,571,591,4,1,0,10,4,1,0,3,2,1,9,4,1,1,28,2,2,4,4,1,1,6,1,0,0,5,0,1,16,20,36
6,0,e_3,555,571,591,4,1,0,10,4,1,0,3,2,1,9,4,1,1,6,1,0,0,5,0,1,28,2,2,4,4,1,1,16,20,36
6,0,e_3,555,571,591,4,1,0,10,4,1,0,6,1,0,0,5,0,1,28,2,2,4,4,1,1,3,2,1,9,4,1,1,16,20,36
6,0,e_3,555,571,591,4,1,0,10,4,1,0,6,1,0,0,5,0,1,3,2,1,9,4,1,1,28,2,2,4,4,1,1,16,20,36
2,0,e_3,607,616,624,2,0,0,0,3,0,0,6,2,1,6,5,1,1,12,1,0,14,4,1,0,13,1,1,5,5,0,1,9,8,17
2,0,e_3,607,616,624,2,0,0,0,3,0,0,13,1,1,5,5,0,1,6,2,1,6,5,1,1,12,1,0,14,4,1,0,9,8,17
2,0,e_3,607,616,624,2,0,0,0,3,0,0,13,1,1,5,5,0,1,12,1,0,14,4,1,0,6,2,1,6,5,1,1,9,8,17
2,0,e_3,607,616,624,2,0,0,0,3,0,0,12,1,0,14,4,1,0,6,2,1,6,5,1,1,13,1,1,5,5,0,1,9,8,17
2,0,e_3,607,616,624,2,0,0,0,3,0,0,12,1,0,14,4,1,0,13,1,1,5,5,0,1,6,2,1,6,5,1,1,9,8,17
3,0,e_0,584,595,634,29,1,1,0,5,0,1,27,1,1,0,4,1,0,29,1,1,2,4,1,0,16,4,3,9,5,1,3,11,39,50
3,0,e_0,584,595,634,29,1,1,0,5,0,1,16,4,3,9,5,1,3,27,1,1,0,4,1,0,29,1,1,2,4,1,0,11,39,50
3,0,e_0,584,595,634,29,1,1,0,5,0,1,16,4,3,9,5,1,3,29,1,1,2,4,1,0,27,1,1,0,4,1,0,11,39,50
3,0,e_0,584,595,634,29,1,1,0,5,0,1,29,1,1,2,4,1,0,27,1,1,0,4,1,0,16,4,3,9,5,1,3,11,39,50
3,0,e_0,584,595,634,29,1,1,0,5,0,1,29,1,1,2,4,1,0,16,4,3,9,5,1,3,27,1,1,0,4,1,0,11,39,50
5,0,e_0,583,603,634,27,1,1,0,3,0,0,26,1,1,1,4,1,0,27,1,1,2,4,1,0,14,4,3,9,2,1,3,20,31,51
5,0,e_0,583,603,634,27,1,1,0,3,0,0,14,4,3,9,2,1,3,26,1,1,1,4,1,0,27,1,1,2,4,1,0,20,31,51
5,0,e_0,583,603,634,27,1,1,0,3,0,0,14,4,3,9,2,1,3,27,1,1,2,4,1,0,26,1,1,1,4,1,0,20,31,51
5,0,e_0,583,603,634,27,1,1,0,3,0,0,27,1,1,2,4,1,0,26,1,1,1,4,1,0,14,4,3,9,2,1,3,20,31,51
5,0,e_0,583,603,634,27,1,1,0,3,0,0,27,1,1,2,4,1,0,14,4,3,9,2,1,3,26,1,1,1,4,1,0,20,31,51
7,0,e_0,584,611,634,25,1,1,0,5,0,2,23,1,1,0,4,1,0,25,1,1,2,4,1,0,12,4,3,9,5,1,3,27,23,50
7,0,e_0,584,611,634,25,1,1,0,5,0,2,12,4,3,9,5,1,3,23,1,1,0,4,1,0,25,1,1,2,4,1,0,27,23,50
7,0,e_0,584,611,634,25,1,1,0,5,0,2,12,4,3,9,5,1,3,25,1,1,2,4,1,0,23,1,1,0,4,1,0,27,23,50
7,0,e_0,584,611,634,25,1,1,0,5,0,2,25,1,1,2,4,1,0,23,1,1,0,4,1,0,12,4,3,9,5,1,3,27,23,50
7,0,e_0,584,611,634,25,1,1,0,5,0,2,25,1,1,2,4,1,0,12,4,3,9,5,1,3,23,1,1,0,4,1,0,27,23,50
5,0,e_2,552,570,651,6,1,0,0,3,0,0,30,2,2,5,4,1,1,6,1,0,11,4,1,0,5,2,1,10,4,1,1,18,81,99
5,0,e_2,552,570,651,6,1,0,0,3,0,0,5,2,1,10,4,1,1,30,2,2,5,4,1,1,6,1,0,11,4,1,0,18,81,99
5,0,e_2,552,570,651,6,1,0,0,3,0,0,5,2,1,10,4,1,1,6,1,0,11,4,1,0,30,2,2,5,4,1,1,18,81,99
5,0,e_2,552,570,651,6,1,0,0,3,0,0,6,1,0,11,4,1,0,30,2,2,5,4,1,1,5,2,1,10,4,1,1,18,81,99
5,0,e_2,552,570,651,6,1,0,0,3,0,0,6,1,0,11,4,1,0,5,2,1,10,4,1,1,30,2,2,5,4,1,1,18,81,99
9,0,e_2,566,584,651,28,2,2,4,5,0,2,22,1,1,1,4,1,0,28,2,2,7,4,1,1,27,1,1,6,4,1,0,18,67,85
9,0,e_2,566,584,651,28,2,2,4,5,0,2,27,1,1,6,4,1,0,22,1,1,1,4,1,0,28,2,2,7,4,1,1,18,67,85
9,0,e_2,566,584,651,28,2,2,4,5,0,2,27,1,1,6,4,1,0,28,2,2,7,4,1,1,22,1,1,1,4,1,0,18,67,85
9,0,e_2,566,584,651,28,2,2,4,5,0,2,28,2,2,7,4,1,1,22,1,1,1,4,1,0,27,1,1,6,4,1,0,18,67,85
9,0,e_2,566,584,651,28,2,2,4,5,0,2,28,2,2,7,4,1,1,27,1,1,6,4,1,0,22,1,1,1,4,1,0,18,67,85
10,0,e_2,557,589,651,30,3,3,1,5,0,1,23,1,1,3,1,1,0,30,3,3,10,4,1,2,29,2,2,9,4,1,1,32,62,94
10,0,e_2,557,589,651,30,3,3,1,5,0,1,29,2,2,9,4,1,1,23,1,1,3,1,1,0,30,3,3,10,4,1,2,32,62,94
10,0,e_2,557,589,651,30,3,3,1,5,0,1,29,2,2,9,4,1,1,30,3,3,10,4,1,2,23,1,1,3,1,1,0,32,62,94
10,0,e_2,557,589,651,30,3,3,1,5,0,1,30,3,3,10,4,1,2,23,1,1,3,1,1,0,29,2,2,9,4,1,1,32,62,94
10,0,e_2,557,589,651,30,3,3,1,5,0,1,30,3,3,10,4,1,2,29,2,2,9,4,1,1,23,1,1,3,1,1,0,32,62,94
12,0,e_2,582,597,651,21,1,1,9,5,1,3,12,0,0,0,3,0,0,21,1,1,3,4,1,0,19,1,1,1,4,1,0,15,54,69
12,0,e_2,582,597,651,21,1,1,9,5,1,3,19,1,1,1,4,1,0,12,0,0,0,3,0,0,21,1,1,3,4,1,0,15,54,69
12,0,e_2,582,597,651,21,1,1,9,5,1,3,19,1,1,1,4,1,0,21,1,1,3,4,1,0,12,0,0,0,3,0,0,15,54,69
12,0,e_2,582,597,651,21,1,1,9,5,1,3,21,1,1,3,4,1,0,12,0,0,0,3,0,0,19,1,1,1,4,1,0,15,54,69
12,0,e_2,582,597,651,21,1,1,9,5,1,3,21,1,1,3,4,1,0,19,1,1,1,4,1,0,12,0,0,0,3,0,0,15,54,69
12,0,e_2,590,597,651,12,0,0,10,5,1,2,10,3,0,2,5,0,3,12,0,0,0,3,1,0,12,1,1,0,3,0,1,7,54,61
12,0,e_2,590,597,651,12,0,0,10,5,1,2,12,1,1,0,3,0,1,10,3,0,2,5,0,3,12,0,0,0,3,1,0,7,54,61
12,0,e_2,590,597,651,12,0,0,10,5,1,2,12,1,1,0,3,0,1,12,0,0,0,3,1,0,10,3,0,2,5,0,3,7,54,61
12,0,e_2,590,597,651,12,0,0,10,5,1,2,12,0,0,0,3,1,0,10,3,0,2,5,0,3,12,1,1,0,3,0,1,7,54,61
12,0,e_2,590,597,651,12,0,0,10,5,1,2,12,0,0,0,3,1,0,12,1,1,0,3,0,1,10,3,0,2,5,0,3,7,54,61
14,0,e_2,568,605,651,23,2,2,5,5,0,3,14,0,0,0,3,1,0,23,2,2,7,4,1,1,22,1,1,6,4,1,0,37,46,83
14,0,e_2,568,605,651,23,2,2,5,5,0,3,22,1,1,6,4,1,0,14,0,0,0,3,1,0,23,2,2,7,4,1,1,37,46,83
14,0,e_2,568,605,651,23,2,2,5,5,0,3,22,1,1,6,4,1,0,23,2,2,7,4,1,1,14,0,0,0,3,1,0,37,46,83
14,0,e_2,568,605,651,23,2,2,5,5,0,3,23,2,2,7,4,1,1,14,0,0,0,3,1,0,22,1,1,6,4,1,0,37,46,83
14,0,e_2,568,605,651,23,2,2,5,5,0,3,23,2,2,7,4,1,1,22,1,1,6,4,1,0,14,0,0,0,3,1,0,37,46,83
14,0,e_2,577,605,651,20,1,1,7,5,1,3,14,0,0,0,3,0,0,20,1,1,4,4,1,0,19,1,1,3,4,1,0,28,46,74
14,0,e_2,577,605,651,20,1,1,7,5,1,3,19,1,1,3,4,1,0,14,0,0,0,3,0,0,20,1,1,4,4,1,0,28,46,74
14,0,e_2,577,605,651,20,1,1,7,5,1,3,19,1,1,3,4,1,0,20,1,1,4,4,1,0,14,0,0,0,3,0,0,28,46,74
14,0,e_2,577,605,651,20,1,1,7,5,1,3,20,1,1,4,4,1,0,14,0,0,0,3,0,0,19,1,1,3,4,1,0,28,46,74
14,0,e_2,577,605,651,20,1,1,7,5,1,3,20,1,1,4,4,1,0,19,1,1,3,4,1,0,14,0,0,0,3,0,0,28,46,74
14,0,e_2,581,605,651,19,1,1,8,5,1,3,14,0,0,0,3,0,0,19,1,1,3,4,1,0,17,1,1,1,4,1,0,24,46,70
14,0,e_2,581,605,651,19,1,1,8,5,1,3,17,1,1,1,4,1,0,14,0,0,0,3,0,0,19,1,1,3,4,1,0,24,46,70
14,0,e_2,581,605,651,19,1,1,8,5,1,3,17,1,1,1,4,1,0,19,1,1,3,4,1,0,14,0,0,0,3,0,0,24,46,70
14,0,e_2,581,605,651,19,1,1,8,5,1,3,19,1,1,3,4,1,0,14,0,0,0,3,0,0,17,1,1,1,4,1,0,24,46,70
14,0,e_2,581,605,651,19,1,1,8,5,1,3,19,1,1,3,4,1,0,17,1,1,1,4,1,0,14,0,0,0,3,0,0,24,46,70
11,0,e_2,613,616,651,10,1,0,12,4,1,0,26,1,1,7,4,1,0,10,1,0,1,5,0,1,4,1,0,7,5,0,1,3,35,38
11,0,e_2,613,616,651,10,1,0,12,4,1,0,4,1,0,7,5,0,1,26,1,1,7,4,1,0,10,1,0,1,5,0,1,3,35,38
11,0,e_2,613,616,651,10,1,0,12,4,1,0,4,1,0,7,5,0,1,10,1,0,1,5,0,1,26,1,1,7,4,1,0,3,35,38
11,0,e_2,613,616,651,10,1,0,12,4,1,0,10,1,0,1,5,0,1,26,1,1,7,4,1,0,4,1,0,7,5,0,1,3,35,38
11,0,e_2,613,616,651,10,1,0,12,4,1,0,10,1,0,1,5,0,1,4,1,0,7,5,0,1,26,1,1,7,4,1,0,3,35,38
10,0,e_1,590,623,655,10,0,0,0,3,0,0,8,3,0,2,5,0,3,10,0,0,0,3,1,0,8,3,2,10,5,1,2,33,32,65
10,0,e_1,590,623,655,10,0,0,0,3,0,0,8,3,2,10,5,1,2,8,3,0,2,5,0,3,10,0,0,0,3,1,0,33,32,65
10,0,e_1,590,623,655,10,0,0,0,3,0,0,8,3,2,10,5,1,2,10,0,0,0,3,1,0,8,3,0,2,5,0,3,33,32,65
10,0,e_1,590,623,655,10,0,0,0,3,0,0,10,0,0,0,3,1,0,8,3,0,2,5,0,3,8,3,2,10,5,1,2,33,32,65
10,0,e_1,590,623,655,10,0,0,0,3,0,0,10,0,0,0,3,1,0,8,3,2,10,5,1,2,8,3,0,2,5,0,3,33,32,65
0,2,e_2,636,651,659,24,2,2,5,4,1,0,14,1,1,0,5,0,1,24,2,2,2,5,0,2,6,1,0,6,4,1,0,15,8,23
0,2,e_2,636,651,659,24,2,2,5,4,1,0,6,1,0,6,4,1,0,14,1,1,0,5,0,1,24,2,2,2,5,0,2,15,8,23
0,2,e_2,636,651,659,24,2,2,5,4,1,0,6,1,0,6,4,1,0,24,2,2,2,5,0,2,14,1,1,0,5,0,1,15,8,23
0,2,e_2,636,651,659,24,2,2,5,4,1,0,24,2,2,2,5,0,2,14,1,1,0,5,0,1,6,1,0,6,4,1,0,15,8,23
0,2,e_2,636,651,659,24,2,2,5,4,1,0,24,2,2,2,5,0,2,6,1,0,6,4,1,0,14,1,1,0,5,0,1,15,8,23
0,2,e_2,661,670,678,17,2,2,2,3,0,0,9,2,2,7,5,1,1,17,2,2,9,5,1,1,5,1,1,1,5,0,1,9,8,17
0,2,e_2,661,670,678,17,2,2,2,3,0,0,5,1,1,1,5,0,1,9,2,2,7,5,1,1,17,2,2,9,5,1,1,9,8,17
0,2,e_2,661,670,678,17,2,2,2,3,0,0,5,1,1,1,5,0,1,17,2,2,9,5,1,1,9,2,2,7,5,1,1,9,8,17
0,2,e_2,661,670,678,17,2,2,2,3,0,0,17,2,2,9,5,1,1,9,2,2,7,5,1,1,5,1,1,1,5,0,1,9,8,17
0,2,e_2,661,670,678,17,2,2,2,3,0,0,17,2,2,9,5,1,1,5,1,1,1,5,0,1,9,2,2,7,5,1,1,9,8,17
3,0,e_1,656,668,681,15,2,2,0,3,0,0,6,1,1,7,2,0,1,15,2,2,8,5,0,2,2,1,0,1,5,1,0,12,13,25
3,0,e_1,656,668,681,15,2,2,0,3,0,0,2,1,0,1,5,1,0,6,1,1,7,2,0,1,15,2,2,8,5,0,2,12,13,25
3,0,e_1,656,668,681,15,2,2,0,3,0,0,2,1,0,1,5,1,0,15,2,2,8,5,0,2,6,1,1,7,2,0,1,12,13,25
3,0,e_1,656,668,681,15,2,2,0,3,0,0,15,2,2,8,5,0,2,6,1,1,7,2,0,1,2,1,0,1,5,1,0,12,13,25
3,0,e_1,656,668,681,15,2,2,0,3,0,0,15,2,2,8,5,0,2,2,1,0,1,5,1,0,6,1,1,7,2,0,1,12,13,25
